"CASE","language","scenario","question","text","robot_label"
535,"ES","mvs","open_2","Si, sustituir el contacto humano por un robot en mi opinión tornaría fría la relación médico paciente, además, hay un sesgo pues el paciente cuando la enfermera toma signos hay un primer contacto que favorece la comunicacion y puede dar una idea más real del estado del paciente.","Monitoring Vital Signs"
535,"ES","mvs","open_3","Principalmente el no ser un sustituo sino más bien un apoyo","Monitoring Vital Signs"
537,"ES","am","open_1","Aceptaria su uso principalmente en pacientes que requieran la rehabilitacion post eventos traumaticos como fracturas o lesiones o para recuperar la movilidad de extremidades en pacientes con problemas de desgaste.","Assisting with Mobility"
537,"ES","am","open_2","Su integracion en cuanto a la fuerza utilizada para la movilizacion de las extremidades de cada paciente me resultaria interesante porque cada persona tiene rangos de movilidad y fuerza diferentes. Seria una preocupacion etica el saber como se controlarian estos parametros para evitar dañar al paciente.","Assisting with Mobility"
537,"ES","am","open_3","El hecho de que el utilizar este robot no cause daño o dolor al paciente.","Assisting with Mobility"
537,"ES","bed","open_1","Si se logra integrar de una manera generalizada para todo tipo de pacientes mejoraria en gran escala la atencion brindada y apoyaria a la disminucion de riesgo de caidas o accidentes humanos al momento del traslado o movilizacion de los pacientes hospitalizados.","Helping Patients into Bed"
537,"ES","bed","open_2","Ninguno, considero que mientras se cumplan todos los parametros de cuidado al paciente no se contempla ningun riesgo visible.","Helping Patients into Bed"
537,"ES","bed","open_3","La atencion oportuna de cualquier fallo en el sistema o mecanico del roboto para evitar accidentes.","Helping Patients into Bed"
537,"ES","ds","open_1","Creo que haria mas facil y sistematico el trabajo lo que facilitaria mucho el control y la administracion de los recursos del hospital.","Delivering Supplies"
537,"ES","ds","open_2","Ninguno ya que el contacto seria directamente con los profesionales de la salud y no con pacientes.","Delivering Supplies"
537,"ES","ds","open_3","El control estricto del material que trasnporta.","Delivering Supplies"
537,"ES","mvs","open_1","Lo acepto quizas como una herramienta extra pero veo innecesaria su implementacion debido a que ya existen aparatos medicos que realizan el mismo procedimiento y probablemente con mucho menos costo.","Monitoring Vital Signs"
537,"ES","mvs","open_2","Ninguna preocupacion etica, probablemente solo inquietud por parte de los pacientes al no sentir el contacto humano.","Monitoring Vital Signs"
537,"ES","mvs","open_3","Creo que mas que cuestion etica es una cuestion de comodidad de los pacientes al interactuar con este tipo de robots para esta tarea en especifico.","Monitoring Vital Signs"
538,"ES","bed","open_1","creo que sería muy útil en los casos de tener que mover a un o una paciente pero no se tiene la fuerza suficiente como humano","Helping Patients into Bed"
538,"ES","bed","open_2","viendo el video, siempre había alguien guiando al doctor y me preocuparía que si no hubiera nadie sería peligroso","Helping Patients into Bed"
538,"ES","bed","open_3","que es muy sistematizado y no toma en cuenta la humanidad de las personas que estaría tratando","Helping Patients into Bed"
539,"ES","am","open_1","Una muy buena razon para aceptarlo, es que seria muy beneficioso para el avance y proceso de rehabilitación
Una razon para rechazo pordria ser el costo y cantidad de presupuesto que necesita","Assisting with Mobility"
539,"ES","am","open_2","Que la accesibilidad a estos robots seria muy limitada y exclusiva y que aquellos que lo usen pueden pasar por la posibilidad de perder su robot (incidentes o intereses externos) y afectar negativalente su rehabilitacion y proceso de recuperación","Assisting with Mobility"
539,"ES","am","open_3","Que el efecto positivo de cada modelo de robot de rehabilitación este certificado o estudiado dando fundamento de porque la estructura y la función del robot daran un mejor resultado","Assisting with Mobility"
539,"ES","bed","open_1","Es una gran alternativa, especialmente en casos donde la mayoría de trabajadores no tienen la fuerza ni tecnicas necesarias para poder acostar a los pacientes sin incidentes ni lesiones. Una posible razonnde rechado al uso del robot, seria la opinion del paciente y como reaccionaria al trato mecanico","Helping Patients into Bed"
539,"ES","bed","open_2","Que el paciente se sienta distanciado del personal y que haya una perdida de confianza o comodidad por recurrir a una maquina para acostarlo sin la cercania que puede transmitir otro ser humano","Helping Patients into Bed"
539,"ES","bed","open_3","Que el robot este mal configurado o falle de modo que el paciente resulte lesionado por velocidad o fuerza inadecuada","Helping Patients into Bed"
539,"ES","ds","open_1","Razones para aceptarlo, podria recortar y ahorrar tiempo del transrportar materiales mientras se realizan procedimientos o se atiende a los pacientes","Delivering Supplies"
539,"ES","ds","open_2","Que se le de mal uso o falle por falta de mantenimiento o percances y termine haciendo que se pierda mas tiempo que de no hacer uso del robot","Delivering Supplies"
539,"ES","ds","open_3","Que haya instrucciones adecuadas de como usarlo (como un protocolo) que todos los trabajadores deben de seguir, para que haya un buen uso estandarizado de la maquina
Mantener un registro de quienes interactuan con la maquina para introducir o retirar materiales","Delivering Supplies"
539,"ES","mvs","open_1","La principal razon para usarlo es que, de ser utilizado segun su proposito, ahorraria tiempo de conseguir y transportar materiales que se puede invertir de regreso en la atención de los pacientes.
Unas razones para rechazarlo es la posibilidad de recibir los materiales incorrectos por mala comunicacion entre los trabajadores que usemos la maquina. Y la preocupación de que la maquina se bloquee y no permita retirar el materialntransportado","Monitoring Vital Signs"
539,"ES","mvs","open_2","Que por algunan falla por falta de mantenimiento del robot, que no se exlique o instruya el como usarlo o que haya un percance en el trayecto que retrase o imposibilite la llegada del robot y que se tenga que recurrir a un miembro del personal de salud para ir a hacer el trabajo del robot, perdiendo mas tiempo del que se hubiera usado de no usar el robot","Monitoring Vital Signs"
539,"ES","mvs","open_3","Tener un registro de quienes tienen acceso al robot y sus contenidos, asi como el poder detectar (por ejemplo mediante un codigo particular por empleado) quien deposita y quien retire cuales y cuantos materiales, para tener transparencia y claridad de cuales son los movimientos de lo que tiene el robot y quien es responsablende los mismos","Monitoring Vital Signs"
540,"ES","am","open_1","En mi práctica en general no solemos ver patología musculoesquelético","Assisting with Mobility"
540,"ES","am","open_2","Malfunción inadvertida","Assisting with Mobility"
540,"ES","am","open_3","ajustar para rehabilitar articulaciones, y según fisionomía de pacientes","Assisting with Mobility"
540,"ES","bed","open_1","Evitar el desgaste y lesiones en el personal de salud","Helping Patients into Bed"
540,"ES","bed","open_2","Los pacientes pueden ser impredecibles, particularmente en contexto de salud mental comprometida, además que culturalmente podrían deteriorar o lastimar el equipo","Helping Patients into Bed"
540,"ES","bed","open_3","acompañamiento asistido por humano","Helping Patients into Bed"
540,"ES","ds","open_1","Transportar muestras o insumos quita mucho tiempo","Delivering Supplies"
540,"ES","ds","open_2","riesgo de derrame si no están adecuadamente aislados los productos","Delivering Supplies"
540,"ES","ds","open_3","codigos de seguridad para evitar robo de objetos de transporte","Delivering Supplies"
540,"ES","mvs","open_1","facilita el trabajo, aunque debe verificarse lo fidedigno vs metodo manual","Monitoring Vital Signs"
540,"ES","mvs","open_2","no","Monitoring Vital Signs"
540,"ES","mvs","open_3","asistido por humno","Monitoring Vital Signs"
541,"ES","am","open_1","que se adapta a la anatomia del cuerpo","Assisting with Mobility"
541,"ES","am","open_2","no","Assisting with Mobility"
541,"ES","am","open_3","ninguna","Assisting with Mobility"
